Point Number;X cooridnate;Y coordinate;Z coordinate
806;-441;-401;-132
807;-46;-371;459
808;708;303;-365
809;-543;423;-784
810;-420;653;918
811;-442;196;74
812;-526;448;771
813;-584;388;-716
814;-502;299;-681
815;731;-837;-814
816;778;-802;-909
817;454;-125;-719
818;-388;322;-631
819;-808;-488;313
820;-674;-25;807
821;515;-509;-251
822;-786;731;24
823;-872;699;21
824;-797;818;86
825;-362;492;892
826;67;428;-452
827;-423;318;-651
828;-447;147;-16
829;352;-229;-622
830;534;-603;-85
831;-629;-405;-245
832;759;185;518
833;-550;-366;-341
834;-838;-329;308
835;-602;-428;-303
836;-150;-529;634
837;573;290;-417
838;-484;-8;808
839;-560;386;-840
840;-430;251;-727
841;-767;870;17
842;854;447;563
843;-714;36;790
844;-614;-879;769
845;-456;191;-27
846;751;357;478
847;-695;-105;826
848;-25;400;-246
849;804;-745;-787
850;-484;486;-684
851;-548;-444;-179
852;-423;497;863
853;-666;-392;-250
854;-824;-543;369
855;319;-143;-587
856;135;834;71
857;325;222;361
858;690;-691;705
859;-417;-443;-832
860;177;297;333
861;629;248;-483
862;-70;-410;678
863;335;-181;-562
864;682;-821;-863
865;-716;829;26
866;-273;-371;-873
867;-492;243;38
868;804;-871;-810
869;-472;503;917
870;730;331;595
871;404;-243;-750
872;-550;-737;822
873;17;-384;513
874;-634;-413;-266
875;786;242;627
876;-568;-796;819
877;-570;30;690
878;284;-196;-592
879;381;-151;-633
880;-632;-547;-262
881;-631;-16;815
882;-25;-544;610
883;706;352;554
884;729;-676;675
885;746;-862;-752
886;-535;14;757
887;694;312;-477
888;-221;-395;-729
889;-5;341;-348
890;-489;433;794
891;-505;34;891
892;692;-825;-890
893;1;-401;633
894;-452;436;-820
895;-808;775;-152
896;747;-520;704
897;-330;-427;-740
898;264;-146;-836
899;-836;696;-148
900;572;-466;-256
901;699;-668;654
902;472;-427;-140
903;5;-652;-536
904;-94;326;-299
905;805;354;500
906;70;-599;-365
907;-382;337;-729
908;264;-120;-647
909;705;-741;-908
910;-496;457;-823
911;-558;341;-740
912;-58;-378;440
913;-606;-341;-208
914;157;287;414
915;-483;123;-60
916;503;-504;-207
917;723;293;434
918;601;-693;693
919;-491;572;946
920;672;-756;-816
921;184;208;460
922;-86;439;-275
923;616;-569;530
924;296;351;338
925;-339;461;813
926;-488;576;927
927;171;260;272
928;-441;651;812
929;-62;-422;453
930;-551;516;884
931;783;-647;-845
932;600;-692;653
933;311;-216;-644
934;-731;840;69
935;-396;476;879
936;746;-552;751
937;-415;449;807
938;-568;289;71
939;-463;325;-739
940;687;-741;-880
941;-597;-332;-160
942;769;-574;643
943;-801;-379;268
944;-651;182;3
945;-758;-466;405
946;-527;92;109
947;174;186;401
948;-881;671;-3
949;-580;-175;771
950;-564;-898;613
951;489;-457;-75
952;160;401;-383
953;689;253;-369
954;959;372;508
955;346;-228;-701
956;-456;625;750
957;139;-687;-433
958;-522;-82;888
959;-785;674;-138
960;-804;-565;371
961;-525;-447;-247
962;503;-409;-113
963;-439;264;-74
964;-487;368;-647
965;223;792;203
966;-435;259;-11
967;-75;-387;529
968;-454;-495;-294
969;-613;174;101
970;23;-385;539
971;249;893;146
972;-908;693;22
973;65;307;-281
974;-64;-440;449
975;655;-803;-887
976;-776;-448;305
977;-342;-313;-684
978;-437;117;-80
979;-637;-401;-323
980;564;-591;-54
981;241;670;86
982;-389;386;-775
983;-825;879;-47
984;680;-742;-881
985;320;-80;-728
986;-309;-304;-916
987;-448;-456;-167
988;119;-755;-467
989;675;-660;669
990;844;407;616
991;-612;-811;796
992;-460;65;11
993;-586;363;-696
994;-925;719;-21
995;361;-222;-782
996;-516;-403;-163
997;622;-622;517
998;-404;-431;-903
999;741;417;509
1000;24;447;-466
1001;292;371;339
1002;635;-741;-774
1003;-804;-464;323
1004;181;832;143
1005;193;689;65
1006;-433;147;20
1007;-508;-390;-347
1008;260;-103;-732
1009;389;-245;-814
1010;-20;-727;-539
1011;-576;382;-794
1012;-424;-454;-202
1013;799;412;551
1014;-18;355;-397
1015;-462;458;-793
1016;555;256;-308
1017;105;325;-436
1018;82;-746;-505
1019;639;-551;581
1020;587;-649;707
1021;806;-653;-773
1022;-781;-561;319
1023;-703;689;-118
1024;544;-606;-130
1025;1;-333;502
1026;-496;659;830
1027;690;370;-314
1028;-552;424;-792
1029;771;247;-480
1030;-496;-400;-341
1031;-410;587;717
1032;-404;190;-35
1033;-663;-86;728
1034;372;-124;-696
1035;-75;-439;544
1036;-618;53;884
1037;-1;-555;-493
1038;154;-645;-421
1039;-647;-868;669
1040;789;336;679
1041;-461;-415;-144
1042;-148;-411;416
1043;-606;-140;824
1044;741;-610;533
1045;554;-558;-276
1046;699;218;-412
1047;542;-492;-219
1048;-521;235;21
1049;1;501;-336
1050;-712;-88;824
1051;222;-246;-759
1052;-749;-399;320
1053;276;-286;-763
1054;-569;464;-759
1055;-550;-110;833
1056;271;800;104
1057;-520;-130;728
1058;-471;-838;733
1059;713;-856;-739
1060;-526;473;712
1061;-881;-322;273
1062;-344;-444;-737
1063;-657;-83;874
1064;-458;-878;732
1065;-395;-802;762
1066;762;378;522
1067;-514;435;-840
1068;710;-552;547
1069;-483;687;766
1070;-607;-902;718
1071;-761;631;44
1072;-417;317;-793
1073;-394;475;831
1074;835;411;593
1075;69;498;-294
1076;833;313;433
1077;-295;-343;-667
1078;-783;-329;300
1079;-650;56;866
1080;165;265;303
1081;-886;-526;390
1082;-557;-464;-244
1083;-678;48;706
1084;-844;-354;372
1085;896;-840;-860
1086;-614;-154;846
1087;-582;279;43
1088;217;704;42
1089;509;-492;-285
1090;-466;-409;-260
1091;729;287;470
1092;642;-521;609
1093;-438;462;704
1094;-541;104;-25
1095;606;-500;-163
1096;269;837;188
1097;8;400;-493
1098;-807;-451;201
1099;697;-460;672
1100;273;-126;-685
1101;-506;-817;888
1102;65;375;-359
1103;7;-760;-380
1104;-571;-729;681
1105;-664;-139;873
1106;-685;52;736
1107;931;287;461
1108;-801;-487;304
1109;-565;-50;890
1110;-427;488;679
1111;308;-236;-677
1112;190;666;101
1113;836;388;506
1114;574;-534;-232
1115;-594;-319;-193
1116;-874;-407;431
1117;833;-839;-861
1118;149;782;-5
1119;-500;-325;-310
1120;-374;-349;-718
1121;677;-827;-909
1122;-8;-535;520
1123;663;-820;-768
1124;652;225;-505
1125;241;-184;-660
1126;858;-724;-827
1127;55;-590;-459
1128;-819;734;19
1129;291;-293;-735
1130;-566;212;48
1131;-65;470;-423
1132;828;-828;-902
1133;-297;-457;-747
1134;-373;-221;-844
1135;732;268;-305
1136;646;-698;632
1137;258;-235;-713
1138;45;524;-384
1139;159;-761;-430
1140;170;379;315
1141;556;-431;-266
1142;-356;-354;-696
1143;518;-575;-51
1144;47;487;-332
1145;-598;-23;655
1146;739;-750;-751
1147;54;-781;-497
1148;638;-638;558
1149;-71;319;-387
1150;774;420;611
1151;204;781;53
1152;-527;-450;-251
1153;-86;375;-244
1154;281;817;67
1155;754;211;505
1156;122;842;40
1157;315;-298;-683
1158;-384;594;711
1159;663;-640;524
1160;-732;-527;374
1161;201;174;418
1162;-479;-304;-204
1163;-645;55;718
1164;218;744;127
1165;-488;-387;-784
1166;-448;479;-804
1167;705;414;-457
1168;-313;-370;-654
1169;135;-640;-461
1170;64;473;-464
1171;615;199;-296
1172;239;359;462
1173;-507;-715;783
1174;45;540;-318
1175;-532;-882;773
1176;-456;169;-54
1177;-450;636;870
1178;-65;-644;-380
1179;673;237;-437
1180;-119;-461;579
1181;-73;-392;654
1182;312;-215;-695
1183;-77;-555;624
1184;-839;796;86
1185;925;242;620
1186;-599;-439;-147
1187;-510;296;-805
1188;839;438;562
1189;626;-516;658
1190;-798;796;32
1191;-523;583;823
1192;-422;329;-682
1193;-548;-36;908
1194;235;171;355
1195;-303;-224;-779
1196;132;-753;-452
1197;803;292;397
1198;671;-412;-198
1199;112;786;119
1200;108;445;-295
1201;-618;-331;-235
1202;-435;374;-707
1203;624;-790;-798
1204;-410;536;822
1205;361;-269;-607
1206;-754;-501;447
1207;-484;-470;-132
1208;-537;-400;-165
1209;706;182;-373
1210;-207;-416;589
1211;-447;430;848
1212;735;-774;-695
1213;-617;189;-118
1214;-281;-244;-767
1215;267;696;58
1216;-385;275;-798
1217;5;-758;-463
1218;310;-113;-681
1219;-505;443;-709
1220;-301;-262;-795
1221;-522;342;-809
1222;-456;-344;-816
1223;-526;-540;-122
1224;-404;489;734
1225;-208;-408;623
1226;-468;482;-662
1227;600;407;-457
1228;-76;-370;589
1229;-780;654;-126
1230;309;859;152
1231;-427;648;872
1232;252;789;-32
1233;784;271;441
1234;676;325;-332
1235;714;149;-409
1236;648;271;-542
1237;-482;288;-47
1238;-662;-888;814
1239;285;-174;-640
1240;653;156;-390
1241;-395;-223;-831
1242;696;-646;570
1243;-758;-379;296
1244;643;-695;578
1245;-798;705;101
1246;-741;733;-158
1247;110;784;105
1248;-621;-384;-133
1249;207;903;49
1250;547;-366;-118
1251;-337;-326;-653
1252;-649;754;-12
1253;437;-417;-150
1254;-508;375;-790
1255;-430;-380;-853
1256;816;-687;-865
1257;-180;-411;451
1258;178;376;396
1259;-73;-431;494
1260;-786;689;37
1261;543;-375;-94
1262;120;324;465
1263;-520;-57;897
1264;-689;-85;806
1265;-422;-372;-889
1266;523;-394;-75
1267;8;-545;-417
1268;272;297;516
1269;307;-185;-808
1270;-628;-401;-253
1271;-568;-97;842
1272;368;-225;-791
1273;437;-117;-702
1274;-451;464;699
1275;386;-143;-827
1276;-712;822;-69
1277;71;-599;-554
1278;-506;-492;-237
1279;325;742;76
1280;-340;629;804
1281;-399;-365;-788
1282;-539;298;-49
1283;40;416;-270
1284;111;398;386
1285;-841;866;-71
1286;-325;354;-698
1287;-486;-85;847
1288;652;329;-467
1289;-452;634;683
1290;-807;-456;287
1291;81;-745;-332
1292;560;-416;-189
1293;-3;-755;-477
1294;248;-118;-641
1295;-794;-359;287
1296;291;-167;-787
1297;689;-525;-165
1298;748;-682;-871
1299;6;538;-340
1300;12;408;-230
1301;-268;-469;-758
1302;693;-781;-699
1303;-225;-320;-808
1304;664;-699;744
1305;-773;711;104
1306;717;345;-407
1307;-627;206;-41
1308;-225;-445;549
1309;150;746;-13
1310;16;-396;576
1311;35;-433;561
1312;853;-905;-849
1313;-543;-75;795
1314;194;826;49
1315;536;-385;-169
1316;742;209;500
1317;205;274;496
1318;-557;643;805
1319;-618;-94;797
1320;-435;496;880
1321;-622;-328;-270
1322;-583;260;-64
1323;740;363;473
1324;-660;-18;827
1325;-422;542;736
1326;-383;140;11
1327;-900;-463;214
1328;-528;-777;748
1329;376;-232;-621
1330;794;-668;607
1331;755;225;553
1332;853;391;532
1333;-441;-744;711
1334;633;212;-413
1335;-752;-367;409
1336;338;-198;-758
1337;-18;-711;-522
1338;169;305;358
1339;-450;-833;685
1340;147;-581;-413
1341;564;-609;602
1342;251;813;-45
1343;290;-113;-665
1344;-534;-861;889
1345;111;-642;-508
1346;174;-741;-449
1347;-777;764;-25
1348;-853;625;-4
1349;436;-112;-627
1350;-397;258;-783
1351;603;-410;-159
1352;-874;743;40
1353;-789;715;-163
1354;462;-574;-72
1355;295;242;491
1356;-708;646;36
1357;-37;-306;540
1358;-74;-323;529
1359;-443;213;13
1360;565;222;-399
1361;-591;12;662
1362;-483;-962;829
1363;94;-783;-410
1364;230;-219;-684
1365;789;327;620
1366;-856;840;-67
1367;-665;837;-41
1368;-22;489;-341
1369;-820;830;-110
1370;-485;-823;652
1371;298;-146;-608
1372;-803;-437;339
1373;274;191;398
1374;515;-559;-174
1375;-425;99;-82
1376;273;864;-46
1377;-786;755;97
1378;-654;716;-56
1379;-506;-793;779
1380;647;-540;-179
1381;118;-670;-377
1382;237;817;182
1383;-713;-521;356
1384;-88;-468;613
1385;246;-132;-750
1386;-853;-468;263
1387;-771;-506;453
1388;-473;-307;-833
1389;336;791;68
1390;467;-403;-107
1391;-433;-376;-812
1392;-488;-541;-139
1393;-684;24;801
1394;-464;-19;731
1395;687;-615;516
1396;-542;80;815
1397;-521;467;-802
1398;-390;-434;-870
1399;56;-567;-467
1400;625;276;-342
1401;-668;-864;776
1402;242;836;64
1403;-797;661;-141
1404;-240;-359;-847
1405;-460;391;-821
1406;692;259;-375
1407;707;-544;538
