Point Number;X cooridnate;Y coordinate;Z coordinate
197;-840;164;184
198;105;892;669
199;-459;74;-329
200;841;591;-497
201;-854;669;-445
202;-540;-472;-27
203;357;213;-507
204;620;267;319
205;614;399;294
206;-106;-47;630
207;732;-805;-34
208;-562;-421;9
209;43;820;790
210;-871;-328;689
211;-73;-19;683
212;35;823;696
213;130;873;692
214;-823;763;-477
215;35;-108;142
216;-425;806;357
217;118;892;792
218;-738;180;324
219;-225;814;-208
220;822;-36;-182
221;-522;703;408
222;705;318;316
223;-492;100;-324
224;710;-852;-132
225;-103;-4;674
226;-825;701;-566
227;-543;86;-327
228;598;-309;516
229;-97;-47;627
230;-134;-560;591
231;-587;-414;-9
232;950;546;-572
233;-469;770;510
234;-477;104;-325
235;641;210;360
236;330;198;-555
237;-456;852;388
238;-199;-548;594
239;-874;686;-498
240;-498;118;-299
241;-744;723;-459
242;165;-17;8
243;561;-523;-680
244;211;767;-792
245;-466;704;437
246;737;506;-609
247;549;264;326
248;367;160;-518
249;-70;37;662
250;-250;827;-170
251;-197;860;-168
252;220;749;-863
253;-211;818;-233
254;-875;-426;733
255;149;827;645
256;710;-124;-196
257;-453;68;-353
258;-155;-548;648
259;531;-512;-675
260;682;-180;-57
261;-667;-458;-846
262;-505;39;-349
263;-530;88;-310
264;778;-783;-81
265;766;-113;-169
266;-47;54;655
267;-483;-399;5
268;-909;-380;719
269;-821;-328;584
270;388;159;-512
271;77;-202;101
272;553;-525;-698
273;95;-68;40
274;-155;-605;576
275;-117;-7;628
276;828;-234;-98
277;-196;-558;558
278;-559;-511;12
279;-819;172;351
280;-836;686;-434
281;125;846;720
282;310;146;-496
283;-831;-302;671
284;-884;-426;706
285;-736;180;158
286;-764;66;273
287;-501;-466;19
288;-161;-574;661
289;654;-777;-85
290;-492;114;-349
291;777;-145;-65
292;262;768;-900
293;-110;54;579
294;657;263;420
295;-648;-395;-734
296;-521;108;-328
297;-504;76;-375
298;-500;-496;4
299;813;555;-650
300;-866;-335;680
301;-95;36;604
302;660;-754;-49
303;-825;-357;543
304;182;886;764
305;573;-624;-709
306;-561;-438;-23
307;77;886;800
308;314;643;-832
309;577;-604;-770
310;-533;101;-333
311;612;-260;529
312;268;739;-740
313;299;710;-813
314;738;289;279
315;-480;-447;37
316;730;-74;-162
317;-781;106;185
318;-797;176;263
319;-139;-14;663
320;812;-65;-215
321;549;-644;-677
322;-820;-469;631
323;-487;-422;-50
324;814;-31;-160
325;599;-561;-717
326;588;-531;-632
327;-561;-523;-689
328;-694;189;257
329;-50;-20;623
330;674;395;272
331;-526;-471;-750
332;-220;833;-206
333;198;-98;122
334;-264;825;-186
335;547;-274;593
336;-107;47;592
337;29;-212;85
338;652;322;300
339;-842;-468;589
340;833;-209;-148
341;157;737;712
342;600;-596;-735
343;367;216;-531
344;376;155;-498
345;675;-119;-115
346;358;778;-922
347;-420;675;412
348;-645;185;207
349;-223;809;-230
350;-755;-392;704
351;449;-308;535
352;-18;-139;18
353;-123;-590;531
354;-236;842;-163
355;345;166;-556
356;-550;-427;-696
357;-475;38;-317
358;567;-275;644
359;718;-828;-55
360;-800;650;-532
361;-211;-560;597
362;60;-151;103
363;-483;64;-346
364;-203;-611;572
365;722;-213;-167
366;-174;782;-200
367;636;-794;-144
368;677;-80;-75
369;-219;808;-236
370;447;-300;616
371;120;810;703
372;-181;-536;552
373;604;-627;-732
374;355;640;-874
375;968;483;-536
376;336;201;-534
377;845;-64;-160
378;-656;-352;-806
379;215;664;-767
380;-161;-616;563
381;639;-822;-156
382;-809;787;-526
383;804;-162;-164
384;489;-264;501
385;-83;-2;682
386;782;426;-623
387;596;-215;605
388;804;-893;-91
389;-756;692;-513
390;-406;750;422
391;802;508;-486
392;843;-140;-222
393;-554;-374;-757
394;-118;-35;631
395;676;313;304
396;-557;-462;54
397;-633;-476;-795
398;902;581;-497
399;363;190;-503
400;800;616;-550
401;-219;875;-153
402;-482;85;-330
403;131;738;723
404;-819;58;273
405;-575;-518;-879
406;-83;-571;593
407;-470;-422;3
408;-849;740;-491
409;-892;-409;679
410;826;607;-566
411;784;-850;-49
412;-625;-510;-841
413;638;389;260
414;-421;753;468
415;-524;-509;-729
416;-670;100;309
417;469;-284;554
418;73;878;702
419;-527;-466;36
420;332;858;-834
421;-192;831;-161
422;-451;833;419
423;777;542;-493
424;-740;-323;616
425;-551;-432;-11
426;-63;2;615
427;906;457;-477
428;350;131;-543
429;322;193;-492
430;-30;47;634
431;-732;753;-568
432;-463;-485;-33
433;705;376;338
434;-719;-356;632
435;-414;701;364
436;111;870;811
437;339;121;-512
438;-510;97;-374
439;-449;74;-320
440;-575;-394;23
441;-143;20;659
442;530;-657;-654
443;798;-126;-71
444;-111;4;697
445;-484;816;363
446;542;-313;561
447;501;-580;-711
448;636;357;235
449;-240;829;-169
450;-559;-501;-28
451;705;405;342
452;504;-285;666
453;715;-837;-212
454;638;385;320
455;343;667;-784
456;-769;794;-451
457;165;-171;36
458;832;543;-639
459;684;283;281
460;835;514;-491
461;535;-330;536
462;-526;73;-300
463;-402;735;473
464;746;-237;-121
465;-7;-110;12
466;-229;795;-215
467;-91;-560;595
468;892;481;-643
469;689;-829;-3
470;128;736;670
471;-171;-578;616
472;80;801;673
473;725;281;314
474;701;-833;-136
475;-469;746;349
476;-562;-455;8
477;601;234;345
478;943;444;-591
479;359;200;-570
480;-84;39;556
481;-184;-616;557
482;-523;-423;18
483;-565;-430;55
484;-42;-16;588
485;227;692;-855
486;-768;-335;599
487;-132;-605;638
488;344;727;-801
489;-875;-471;569
490;-515;-368;8
491;791;519;-531
492;699;-205;-154
493;17;-16;63
494;802;-60;-111
495;300;829;-743
496;-41;1;617
497;-832;713;-571
498;-890;-337;643
499;-628;227;258
500;-740;-390;682
501;770;-836;-79
502;-375;802;415
503;-837;-441;606
504;-753;767;-475
505;-180;-556;630
506;685;253;301
507;-230;856;-217
508;-803;-465;685
509;35;842;777
510;934;472;-635
511;831;-16;-94
512;-670;-453;-687
513;871;406;-504
514;682;349;344
515;-805;784;-436
516;-536;726;384
517;-835;-466;564
518;644;-554;-707
519;-199;-529;576
520;-850;-444;564
521;789;-786;-20
522;698;-155;-41
523;74;788;659
524;-194;829;-219
525;-875;817;-519
526;163;787;648
527;-169;-582;653
528;580;278;269
529;-131;-575;589
530;-764;757;-583
531;47;-90;133
532;-495;58;-357
533;-502;92;-343
534;-817;642;-460
535;91;815;719
536;-370;749;415
537;-570;-548;-827
538;-97;-609;610
539;361;212;-500
540;-767;-358;592
541;-203;-613;555
542;830;404;-492
543;-87;86;657
544;-831;670;-482
545;-506;34;-312
546;85;910;722
547;106;759;681
548;-462;785;500
549;170;776;774
550;345;175;-540
551;628;206;333
552;351;699;-750
553;-462;-467;-39
554;-196;852;-176
555;107;872;698
556;-820;767;-466
557;-33;20;612
558;-111;-539;563
559;-786;768;-399
560;-91;-28;582
561;433;739;-792
562;658;333;212
563;-885;-334;620
564;787;-165;-221
565;156;906;757
566;-845;730;-508
567;-446;75;-337
568;-634;-404;-701
569;654;377;248
570;-841;717;-541
571;375;750;-835
572;-802;639;-468
573;169;790;734
574;-473;729;470
575;-513;809;393
576;390;771;-899
577;-513;122;-328
578;146;831;801
579;-201;-573;554
580;939;439;-492
581;332;178;-584
582;152;-74;141
583;793;-909;-141
584;931;518;-553
585;748;-11;-139
586;816;-130;-95
587;634;-575;-652
588;264;793;-900
589;-844;688;-487
590;145;4;62
591;-187;-570;559
592;-777;828;-489
593;276;803;-879
594;626;-614;-746
595;-495;81;-331
596;841;606;-605
597;578;-318;558
598;480;-286;641
599;198;-95;150
600;-207;787;-135
601;-467;824;474
602;609;232;341
603;-535;-565;-774
604;767;-829;-54
605;-191;853;-154
606;-453;701;446
607;-210;845;-232
608;780;-209;-78
609;-230;770;-170
610;-780;-295;678
611;-591;-407;-796
612;81;863;639
613;-646;-464;-785
614;-500;827;401
615;-790;766;-420
616;850;524;-524
617;554;-331;534
618;499;-601;-696
619;-744;160;340
620;803;-150;-171
621;331;211;-549
622;-816;-304;577
623;146;868;795
624;-722;109;161
625;390;160;-532
626;841;-798;-108
627;-384;750;418
628;-854;682;-411
629;-81;-32;676
630;-513;-462;23
631;168;-62;143
632;-194;865;-178
633;385;825;-763
634;779;-144;-119
635;-192;778;-162
636;-83;13;697
637;177;875;662
638;149;811;737
639;-888;747;-565
640;-524;-482;-51
641;666;267;214
642;302;143;-524
643;-528;75;-343
644;-185;834;-184
645;18;-153;-11
646;-508;-478;62
647;-799;-439;664
648;621;-803;-116
649;-573;-453;-784
650;-788;744;-482
651;-152;827;-175
652;-748;706;-465
653;-750;-427;717
654;314;163;-547
655;-612;-462;-775
656;868;606;-569
657;574;262;362
658;-196;817;-200
659;325;154;-507
660;-509;-455;33
661;304;206;-524
662;-23;50;638
663;127;863;798
664;-486;-427;-62
665;-101;-569;605
666;-359;787;435
667;-531;-416;-60
668;-185;-569;562
669;547;-350;507
670;573;-674;-678
671;125;773;740
672;-97;70;590
673;-602;-519;-818
674;-542;-440;55
675;-499;-397;21
676;201;674;-782
677;-489;-387;2
678;-854;-439;605
679;28;-110;95
680;-791;114;243
681;-84;53;686
682;738;-849;-21
683;717;-948;-84
684;-480;31;-324
685;748;-781;-142
686;820;380;-562
687;-482;823;368
688;-844;144;247
689;-451;758;488
690;-508;732;486
691;-547;72;-331
692;156;-56;86
693;287;166;-513
694;954;513;-509
695;-98;-562;557
696;539;-611;-724
697;575;-354;576
698;842;577;-479
699;535;-600;-654
700;689;-108;-174
701;321;213;-505
702;40;818;673
703;567;-299;679
704;-511;54;-296
705;334;188;-481
706;-455;714;430
707;-495;-398;62
708;180;726;-813
709;-822;697;-421
710;-776;729;-428
711;343;120;-543
712;-218;-605;593
713;-721;717;-514
714;-835;90;208
715;-826;716;-397
716;-196;775;-209
717;317;202;-517
718;-526;103;-349
719;532;-648;-737
720;574;-610;-613
721;-120;-39;628
722;-830;733;-531
723;78;-25;12
724;94;789;671
725;499;-303;570
726;724;296;266
727;276;758;-842
728;651;386;259
729;-884;-398;724
730;712;-838;-37
731;529;-577;-641
732;672;207;315
733;-107;62;588
734;59;765;677
735;-110;-30;642
736;-914;-420;570
737;801;426;-583
738;813;498;-471
739;616;231;252
740;259;802;-759
741;-488;-411;28
742;249;660;-882
743;-498;94;-295
744;276;694;-747
745;705;269;372
746;-724;59;238
747;-739;200;184
748;-842;-369;686
749;693;-159;-177
750;-799;733;-456
751;-453;765;361
752;774;-890;-54
753;481;-579;-707
754;-801;-376;537
755;772;-784;-40
756;-583;-568;-820
757;-230;797;-212
758;960;467;-559
759;592;-597;-695
760;-507;102;-289
761;-165;-560;602
762;-559;-392;-725
763;339;137;-491
764;77;1;127
765;715;257;275
766;93;814;708
767;-692;-477;-708
768;-790;-292;672
769;576;288;255
770;816;-166;-105
771;591;-564;-644
772;-104;-555;649
773;-812;234;307
774;-528;45;-355
775;296;649;-817
776;54;-57;50
777;-210;-549;587
778;685;336;231
779;710;-948;-122
780;-120;-558;652
781;-245;812;-134
782;-56;4;639
783;-470;109;-365
784;506;-581;-699
785;133;914;700
786;597;270;259
787;75;-146;143
788;-539;73;-330
789;-745;685;-548
790;582;383;281
791;-73;75;614
792;564;-585;-738
793;-612;-483;-852
794;-537;96;-344
795;-746;-391;693
796;738;469;-577
797;-721;693;-485
798;518;-571;-663
799;-251;803;-174
800;-539;-384;-766
801;-143;-544;567
802;-489;768;467
803;-504;-430;53
804;690;-908;-121
805;-700;-476;-802
806;514;-574;-696
807;-535;-434;-21
808;-126;-612;535
809;-113;-598;597
810;-149;-635;594
811;551;-552;-629
812;931;553;-515
813;-686;236;340
814;595;-615;-649
815;886;529;-451
816;894;420;-556
817;-816;792;-405
818;23;-112;76
819;-770;-412;574
820;-803;-413;548
821;-626;-385;-785
822;700;-871;-60
823;148;873;788
824;-242;864;-196
825;580;-551;-693
826;547;-580;-621
827;532;-277;489
828;-203;801;-161
829;295;145;-493
830;-50;58;630
831;-203;808;-171
832;849;382;-589
833;103;-162;32
834;362;779;-707
835;186;-74;70
836;793;-186;-77
837;-80;-598;603
838;705;-95;-86
839;-657;-402;-726
840;297;169;-536
841;-527;66;-337
842;-807;665;-575
843;-514;801;397
844;534;-307;483
845;318;742;-936
846;-845;672;-506
847;-813;-453;641
848;-159;-589;617
849;-814;700;-394
850;-21;37;645
851;85;-91;20
852;506;-603;-667
853;-196;832;-190
854;673;-118;-161
855;517;-661;-723
856;-459;91;-324
857;143;790;714
858;855;502;-606
859;-478;62;-358
860;-841;182;154
861;586;-668;-660
862;-45;79;639
863;-131;57;676
864;248;675;-793
865;-784;121;361
866;-45;3;587
867;375;207;-517
868;-149;-512;566
869;-786;807;-443
870;870;530;-569
871;-129;-599;577
872;569;-238;571
873;305;795;-925
874;-554;-504;40
875;-124;-602;599
876;-671;98;170
877;854;490;-541
878;522;-369;629
879;-421;738;480
880;743;-927;-147
881;-447;762;355
882;-232;821;-169
883;373;140;-516
884;79;-96;-69
885;-494;57;-375
886;352;199;-527
887;302;689;-842
888;675;-887;-169
889;521;-569;-688
890;-762;208;276
891;-770;244;275
892;660;337;374
893;378;156;-510
894;92;855;756
895;-502;107;-321
896;-788;731;-494
897;57;776;786
898;-493;-398;-4
899;598;334;417
900;-446;739;478
901;-4;-185;101
902;-27;-167;89
903;716;-844;0
904;-546;-491;-37
905;-147;-8;662
906;352;743;-913
907;-232;859;-209
908;113;886;728
909;-680;175;287
910;-500;38;-338
911;-820;-378;520
912;-711;218;169
913;-856;196;252
914;789;-142;-140
915;-679;258;304
916;-573;-434;3
917;-411;746;432
918;-761;-315;601
919;-610;-549;-891
920;-620;175;221
921;-212;785;-196
922;-65;36;643
923;686;409;307
924;-546;-412;17
925;-150;-586;647
926;253;653;-835
927;102;-161;108
928;-517;91;-341
929;15;868;734
930;-491;693;362
931;237;852;-795
932;-468;-492;-9
933;583;-338;537
934;-130;-43;618
935;706;-192;-48
936;799;-870;-105
937;-524;58;-307
938;829;-150;-122
939;171;-100;10
940;-788;794;-412
941;809;-769;-61
942;508;-628;-713
943;-525;91;-372
944;97;-99;51
945;-451;734;498
946;162;788;727
947;587;-225;557
948;68;-78;13
949;870;525;-475
950;-552;-430;-758
951;-539;90;-307
952;-140;-603;587
953;847;-160;-174
954;365;168;-571
955;-112;-570;589
956;670;330;312
957;-501;844;439
958;42;-58;61
959;-197;814;-167
960;669;-809;-138
961;592;-617;-709
962;-756;-346;660
963;598;324;226
964;-780;-391;600
965;736;-207;-61
966;-823;89;227
967;607;-329;609
968;-95;-543;590
969;-454;795;381
970;-84;27;598
971;-473;-477;54
972;-838;680;-459
973;-223;774;-182
974;729;-113;-165
975;679;-900;-48
976;-836;731;-496
977;343;137;-546
978;652;354;423
979;121;885;791
980;-189;785;-151
981;-540;-390;-6
982;693;-193;-157
983;-118;-647;606
984;-627;-595;-766
985;621;227;385
986;789;-96;-26
987;112;-191;128
988;713;-224;-134
989;769;450;-599
990;-737;-397;672
991;-74;32;635
992;855;441;-454
993;-198;821;-167
994;941;454;-599
995;743;397;341
996;298;163;-488
997;-195;878;-188
998;-618;-446;-899
999;337;793;-810
1000;-87;73;595
1001;-558;-420;-49
1002;-491;774;451
1003;51;-218;15
1004;759;-734;-170
1005;-771;-464;674
1006;170;-30;89
1007;82;-150;-63
1008;766;486;-516
1009;-881;779;-507
1010;-914;-400;554
1011;758;-187;-79
1012;375;851;-838
1013;766;330;326
1014;-152;-520;554
1015;-423;760;496
1016;-82;92;625
1017;312;166;-574
1018;-139;40;593
1019;-542;74;-336
1020;-579;-545;-823
1021;-804;-485;603
1022;720;-896;-165
1023;768;-50;-128
1024;338;210;-560
1025;555;-329;620
1026;-695;160;377
1027;-755;149;261
1028;-117;72;591
1029;-797;802;-546
1030;840;409;-598
1031;191;783;685
1032;-114;-634;566
1033;-894;-333;559
1034;713;-731;-116
1035;-658;-472;-684
1036;-675;275;273
1037;-128;57;630
1038;-93;-30;580
1039;-402;686;439
1040;-758;98;186
1041;599;305;222
1042;923;521;-474
1043;639;316;297
1044;-364;816;417
1045;497;-594;-652
1046;745;-884;-62
1047;126;850;738
1048;-790;-490;690
1049;743;300;386
1050;504;-348;511
1051;679;341;295
1052;-210;832;-183
1053;941;581;-556
1054;549;-295;566
1055;-212;808;-170
1056;-817;142;205
1057;-213;863;-143
1058;-82;-18;679
1059;605;-639;-633
1060;722;372;245
1061;-84;-575;565
1062;-798;781;-591
1063;-757;190;142
1064;-142;-641;581
1065;-107;17;586
1066;-471;753;436
1067;-484;-395;-42
1068;591;-271;514
1069;799;-911;-46
1070;621;384;378
1071;-113;-637;564
1072;555;-562;-709
1073;749;-75;-148
1074;-734;-327;610
1075;-449;84;-330
1076;-251;800;-179
1077;-895;788;-531
1078;360;178;-517
1079;-770;-298;623
1080;-476;706;435
1081;-789;700;-582
1082;917;536;-540
1083;-385;781;439
1084;756;562;-616
1085;-132;19;633
1086;356;194;-575
1087;318;157;-545
1088;740;-900;-181
1089;561;-588;-610
1090;-514;118;-347
1091;554;-304;654
1092;641;414;332
1093;-490;-456;-16
1094;578;-542;-701
1095;-573;-468;-9
1096;829;-97;-42
1097;-792;84;264
1098;345;224;-516
1099;-804;-288;665
1100;-97;-13;652
1101;-209;806;-220
1102;-717;58;334
1103;-832;86;296
1104;515;-335;534
1105;357;679;-869
1106;557;-606;-652
1107;851;475;-615
1108;-249;854;-181
1109;606;-569;-663
1110;322;206;-537
1111;95;-235;70
1112;-206;791;-188
1113;363;139;-498
1114;-475;73;-379
1115;294;190;-537
1116;-809;114;311
1117;-544;-411;38
1118;-491;-409;7
1119;-191;822;-191
1120;-828;711;-413
1121;620;391;245
1122;-526;90;-373
1123;705;-858;-47
1124;834;561;-587
1125;-459;-479;30
1126;-531;100;-315
1127;-583;-462;15
1128;-838;165;208
1129;-509;98;-367
1130;-818;702;-398
1131;85;726;716
1132;587;-585;-653
1133;-179;-539;638
1134;817;-855;-138
1135;-104;33;651
1136;588;-241;545
1137;607;-610;-767
1138;536;-195;556
1139;-462;100;-322
1140;-570;-386;-741
1141;-656;-420;-729
1142;-804;793;-485
1143;-660;222;338
1144;552;-541;-733
1145;-583;-397;-743
1146;73;802;774
1147;237;777;-729
1148;756;-893;-181
1149;751;-850;-88
1150;64;-91;178
1151;300;192;-512
1152;844;547;-667
1153;518;-621;-752
1154;-460;769;360
1155;-474;75;-287
1156;-58;20;633
1157;-875;723;-545
1158;-759;710;-524
1159;519;-326;671
1160;743;-778;-34
1161;-639;173;222
1162;-103;41;614
1163;540;-315;559
1164;-804;-280;661
1165;-822;249;270
1166;341;163;-533
1167;382;726;-763
1168;751;-744;-33
1169;348;170;-471
1170;-213;798;-176
1171;597;-222;564
1172;593;-294;573
1173;-675;-369;-783
1174;722;-885;-109
1175;-714;-440;-854
1176;-553;-460;-10
1177;-763;38;217
1178;-767;129;163
1179;745;-190;-100
1180;161;776;668
1181;-822;-456;703
1182;329;181;-548
1183;-80;77;621
1184;606;252;275
1185;-182;816;-148
1186;-691;117;256
1187;368;199;-505
1188;-816;174;318
1189;-112;-585;531
1190;-475;43;-364
1191;-512;-457;88
1192;-729;-341;596
1193;847;569;-639
1194;814;-193;-137
1195;34;-168;158
1196;-148;-24;622
1197;-129;-622;624
1198;836;584;-466
1199;-826;766;-577
1200;564;-303;493
1201;555;-304;513
1202;-415;799;432
1203;-498;781;485
1204;114;806;759
1205;-564;-427;-26
1206;614;348;426
1207;502;-614;-718
1208;364;830;-762
1209;302;817;-923
1210;782;-730;-128
1211;126;-201;152
1212;-136;-2;667
1213;803;-14;-102
1214;-903;-438;612
1215;547;-350;589
1216;550;-202;604
1217;368;134;-499
1218;54;814;673
1219;566;-575;-635
1220;800;410;-634
1221;-659;-466;-807
1222;540;-619;-765
1223;-216;842;-170
1224;505;-366;577
1225;671;-183;-125
1226;345;850;-797
1227;-740;-429;571
1228;269;656;-831
1229;770;528;-465
1230;-490;24;-335
1231;-623;189;289
1232;830;-182;-115
1233;-416;713;375
1234;-519;78;-366
1235;763;462;-589
1236;-827;-357;549
1237;674;-106;-136
1238;-504;-440;36
1239;371;714;-790
1240;-192;-608;608
1241;690;248;239
1242;-792;748;-564
1243;103;910;682
1244;-456;62;-364
1245;496;-632;-689
1246;-169;817;-168
1247;281;779;-880
1248;328;650;-799
1249;-489;-461;15
1250;549;-591;-605
1251;778;-120;1
1252;559;370;353
1253;-841;-432;674
1254;768;-31;-108
1255;792;-764;-178
1256;-879;743;-462
1257;-227;840;-182
1258;160;768;777
1259;726;-876;-201
1260;641;-808;-121
1261;850;-86;-37
1262;-411;797;335
1263;533;-669;-667
1264;-105;4;655
1265;-73;31;587
1266;-493;-437;0
1267;-107;49;693
1268;-66;68;598
1269;79;819;714
1270;589;-221;598
1271;-879;770;-489
1272;-591;-432;23
1273;-656;131;265
1274;-724;756;-436
1275;-195;-609;615
1276;108;-182;75
1277;195;810;702
1278;575;-339;615
1279;-477;67;-358
1280;297;683;-705
1281;-201;-614;599
1282;598;-658;-645
1283;-926;-428;593
1284;-701;-402;-765
1285;-724;791;-460
1286;747;244;316
1287;464;-279;632
1288;-468;751;421
1289;-493;-440;-819
1290;94;15;96
1291;615;-284;519
1292;-789;140;238
1293;-213;792;-140
1294;556;-621;-644
1295;-501;116;-322
1296;382;727;-800
1297;-618;-562;-699
1298;-229;871;-154
1299;86;-207;76
1300;322;189;-506
1301;340;136;-480
1302;-452;805;355
1303;-725;-441;-852
1304;771;-840;-77
1305;253;695;-822
1306;222;785;-810
1307;760;-893;-168
1308;64;-130;172
1309;-781;694;-448
1310;726;-845;-116
1311;-181;828;-186
1312;570;-591;-623
1313;622;338;369
1314;-186;-571;637
1315;-194;841;-152
1316;365;619;-816
1317;756;-36;-85
1318;-805;71;230
1319;768;-179;-155
1320;-865;784;-433
1321;-245;849;-196
1322;288;640;-819
1323;-548;-490;3
1324;-401;776;390
1325;72;-99;187
1326;-433;683;366
1327;-187;780;-153
1328;-773;682;-522
1329;-85;51;679
1330;671;281;263
1331;-140;-585;539
1332;584;-264;626
1333;360;197;-500
1334;-605;-559;-776
1335;283;676;-925
1336;-517;-503;-851
1337;-380;739;378
1338;-922;-461;617
1339;827;505;-604
1340;-47;18;677
1341;-788;718;-461
1342;-158;794;-177
1343;-185;814;-172
1344;-504;828;374
1345;-442;808;387
1346;-195;801;-158
1347;-758;204;202
1348;-561;-415;55
1349;502;-346;600
1350;289;170;-550
1351;345;178;-543
1352;-809;152;259
1353;-491;-457;-43
1354;720;307;407
1355;835;497;-496
1356;340;185;-505
1357;680;-784;-31
1358;933;463;-523
1359;527;-378;534
1360;816;-85;-100
1361;-466;-440;-38
1362;-819;-447;708
1363;153;-57;12
1364;-493;105;-291
1365;341;155;-555
1366;-201;800;-175
1367;39;-123;-35
1368;1;-199;112
1369;-463;100;-353
1370;-479;-490;-32
1371;-103;-604;554
1372;906;583;-566
1373;-448;80;-329
1374;-560;-431;-30
1375;74;885;722
1376;-521;-458;20
1377;457;-331;540
1378;-840;666;-537
1379;751;-13;-126
1380;530;-390;593
1381;-675;-502;-835
1382;-793;265;314
1383;574;352;240
1384;-160;-584;557
1385;797;606;-529
1386;687;-106;-110
1387;-125;-630;582
1388;766;411;-514
1389;353;807;-871
1390;-859;-276;653
1391;-900;-382;629
1392;-787;-364;688
1393;734;285;352
1394;-820;649;-538
1395;-193;800;-131
1396;336;156;-534
1397;-515;718;361
1398;-463;789;444
1399;245;833;-822
1400;-171;-537;651
1401;313;192;-540
1402;-233;843;-211
1403;-459;-473;-2
1404;335;736;-711
1405;183;818;684
1406;-793;-392;669
1407;673;-834;-5
1408;957;466;-511
1409;539;310;295
1410;-144;-575;657
1411;-815;680;-455
1412;454;-236;609
1413;277;755;-767
1414;666;-878;-22
1415;831;-859;-86
1416;-547;-403;-17
1417;63;811;745
1418;132;859;790
1419;-851;682;-425
1420;718;-110;-15
1421;527;-515;-685
1422;106;751;663
1423;746;-908;-82
1424;697;220;351
1425;-844;696;-520
1426;-374;726;428
